NIT_ENTIDAD,NOMBRE_ENTIDAD,num_contratos,suma_valor_total_contrato,promedio_valor_total_contrato,num_departamentos,num_estados_proceso,num_clases_proceso,num_tipos_proceso,num_familias,num_clases,meses_desde_ultimo_contrato,SANTANDER,VAUPES,NARIÑO,CAQUETA,NO DEFINIDO,CASANARE,META,AMAZONAS,GUAVIARE,CAUCA,VICHADA,ANTIOQUIA,QUINDIO,CHOCO,SAN ANDRES PROVIDENCIA Y SANTA CATALINA,CALDAS,BOYACA,VALLE DEL CAUCA,CUNDINAMARCA,LA GUAJIRA,TOLIMA,ARAUCA,NORTE DE SANTANDER,BOGOTA,HUILA,SUCRE,ATLANTICO,BOLIVAR,RISARALDA,PUTUMAYO,MAGDALENA,GUAINIA,CORDOBA,CESAR,TERMINADO,ACTIVO,BORRADOR,CEDIDO,MODIFICADO,EN EJECUCION,ENVIADO PROVEEDOR,SUSPENDIDO,CERRADO,CONTRATACION DIRECTA,null,CONCURSO DE MERITOS,CONTRATACION MINIMA CUANTIA,LICITACION OBRA PUBLICA,SUBASTA,LICITACION PUBLICA,REGIMEN ESPECIAL,SELECCION ABREVIADA DE MENOR CUANTIA,EMPRESTITO,SEGUROS,CONSULTORIA,PRESTACION DE SERVICIOS,ACUERDO MARCO DE PRECIOS,COMISION,COMPRAVENTA,COMODATO,SUMINISTROS,SERVICIOS FINANCIEROS,NEGOCIO FIDUCIARIO,OTRO,VENTA INMUEBLES,ARRENDAMIENTO DE INMUEBLES,ARRENDAMIENTO DE MUEBLES,INTERVENTORIA,CONCESION,ASOCIACION PUBLICO PRIVADA,OBRA,DECREELAW0922017,VENTA MUEBLES,numero_de_multas,suma_valor_sancion,promedio_valor_sancion,meses_desde_ultima_multa
890001879,QUINDIO - BUENAVISTA - ALCALDIA,4,111998053,2.799951325E7,1,2,1,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,
800194096,ANTIOQUIA - INSTITUTO DE DEPORTES Y RECREACION DE MEDELLIN - INDER MEDELLIN,3247,60704040132,1.8695423508469358E7,1,5,4,9,1,1,18,0,0,0,0,0,0,0,0,0,0,0,3247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,15,0,0,28,2662,0,0,46,3122,3,0,2,0,0,0,119,1,0,1,2,2978,0,0,0,59,2,0,0,8,0,77,0,0,0,0,1,119,0,5,2.98355635E8,5.9671127E7,61.35483871
890981207,ANTIOQUIA - LA CEJA - ALCALDIA,135,18254407750,1.352178351851852E8,1,6,6,8,1,1,18,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,17,113,0,2,1,108,4,1,8,0,6,0,6,2,0,0,0,91,0,0,1,8,6,0,0,16,0,0,0,1,0,0,3,9,0,,,,
899999069,INSTITUTO COLOMBIANO AGROPECUARIO ICA SECCIONAL META,34,275329002,8097911.823529412,1,2,2,3,1,1,18,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,26,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,0,0,7,6.0486306E7,8640900.857142856,51.83870968
804003036,CARCEL Y PENITENCIARIA DE MEDIA SEGURIDAD DE BUCARAMANGA INPEC,21,1178206927,5.610509176190476E7,1,2,2,3,1,1,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,5,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,
891900289,VALLE DEL CAUCA - ROLDANILLO - ALCALDIA,42,626303315,1.491198369047619E7,1,1,2,4,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,36,0,0,6,0,0,0,0,0,0,0,0,38,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,,,,
901074333,MINISTERIO DEL TRABAJO DIRECCION TERRITORIAL DE CUNDINAMARCA,5,110633000,2.21266E7,1,1,1,1,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,
890906445,CONCEJO CAUCASIA,3,45852880,1.5284293333333334E7,1,2,2,2,1,1,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,
890680059,CUNDINAMARCA - RICAURTE - ALCALDIA,119,4239680998,3.56275714117647E7,1,5,5,5,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,110,0,1,0,97,7,0,11,1,1,0,2,0,0,0,0,100,0,0,5,0,4,0,0,7,0,0,0,0,0,0,0,3,0,,,,
802008282,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,6,502879602,8.3813267E7,1,2,2,3,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
800131039,CENTRAL ADMINISTRATIVA Y CONTABLE CENAC NEIVA,50,2984156052,5.968312104E7,1,3,4,4,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,1,0,0,13,36,0,0,0,20,0,0,24,0,2,0,0,4,0,0,0,30,0,0,8,0,11,0,0,0,0,0,0,0,0,0,1,0,0,,,,
890112371,ATLANTICO - BARANOA - ALCALDIA,11,2386988685,2.1699897136363637E8,1,3,1,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,,,,
900793275,ASOCIACION DE MUNICIPIOS DEL MAGDALENA MEDIO ANTIOQUEÑO,3,36510000,1.217E7,1,2,2,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
891580006,CAUCA - POPAYAN - ALCALDIA,1777,63382018091,3.566798992177828E7,1,6,7,10,1,1,18,0,0,0,0,0,0,0,0,0,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,72,0,7,220,1455,0,4,0,1629,38,3,85,5,2,0,5,10,0,2,8,1675,0,0,14,0,13,0,0,16,0,4,0,4,0,0,39,2,0,3,1.62892021E8,5.4297340333333336E7,82.80645161
800028436,BOYACA - TINJACA - ALCALDIA,1,96571280,9.657128E7,1,1,1,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,
901037916,ADMINISTRADORA DE LOS RECURSOS DEL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,720,24511836861,3.40442178625E7,1,5,4,4,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,1,1,0,5,30,683,0,0,0,707,7,0,2,2,0,0,0,2,0,2,0,710,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,3797492.0,3797492.0,41.19354839
892115155,LA GUAJIRA - URIBIA - ALCALDIA,18,5508660764,3.060367091111111E8,1,2,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,,,,
800099263,NORTE DE SANTANDER - SARDINATA - ALCALDIA,1,25000000,2.5E7,1,1,1,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1498000.0,374500.0,107.4516129
900639630,DIRECCION NACIONAL DE BOMBEROS,146,27373714472,1.8749119501369864E8,1,4,6,7,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,4,9,0,0,24,109,0,0,0,130,5,0,1,1,3,0,4,2,0,1,0,125,0,0,6,4,0,0,0,4,0,2,0,0,0,0,0,4,0,,,,
830127607,AGENCIA NACIONAL DE HIDROCARBUROS,563,256500553773,4.5559601025399643E8,1,5,4,5,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0,7,3,0,0,235,317,0,1,0,543,1,0,5,0,1,0,13,0,0,0,0,523,0,0,0,0,3,1,0,35,0,0,0,0,0,0,0,1,0,,,,
899999282,BOGOTA - ORQUESTA FILARMONICA,288,26830880512,9.316277955555555E7,1,6,6,6,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,13,9,0,1,32,232,0,1,0,266,3,0,7,1,5,0,3,3,0,0,0,269,0,0,5,0,4,0,0,4,0,3,0,0,0,0,0,3,0,,,,
8000933725,CONTRALORIA DISTRITAL DE BUENAVENTURA,60,801082158,1.33513693E7,1,2,2,4,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55,0,0,0,48,0,0,12,0,0,0,0,0,0,1,0,50,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,,,,
811032059,REGIONAL DE ASEGURAMIENTO EN SALUD N6,230,35107463151,1.526411441347826E8,1,3,3,3,1,1,18,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,213,0,0,0,71,64,0,76,0,0,0,0,19,0,0,0,156,0,0,0,0,17,0,0,57,0,0,0,0,0,0,0,0,0,,,,
811010111,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,5,36354958,7270991.6,1,3,1,3,1,1,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,
892400038,GOBERNACION DEL DEPARTAMENTO ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,2999,117738139067,3.925913273324441E7,1,6,6,8,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,463,0,2,200,2212,0,0,54,2963,9,1,17,6,1,0,0,2,0,0,2,2951,0,0,4,2,9,0,0,21,0,7,0,0,0,0,3,0,0,,,,
805026609,MINISTERIO DEL TRABAJO - MINTRABAJO,4,74325383,1.858134575E7,1,1,1,1,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,
891380115,VALLE DEL CAUCA - PRADERA - ALCALDIA,141,3352150216,2.37741150070922E7,1,2,3,5,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,29,0,0,0,124,0,0,16,0,0,0,0,1,0,0,0,133,0,0,4,0,1,0,0,0,0,1,0,0,0,0,2,0,0,,,,
890501776,NORTE DE SANTANDER - CACHIRA - ALCALDIA,1,50310000,5.031E7,1,1,0,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,
7180873,PERSONERIA MUNICIPAL DE INIRIDA,1,5312173,5312173.0,1,1,1,1,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
802011084,INSTITUTO DEPARTAMENTAL DE RECREACION Y DEPORTES DEL ATLANTICO,67,1423208210,2.124191358208955E7,1,4,2,3,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,1,1,0,0,6,59,0,0,0,65,0,0,2,0,0,0,0,0,0,0,0,65,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
804014968,SANTANDER - IMEBU - INSTITUTO MUNICIPAL DE EMPLEO Y FOMENTO EMPRESARIAL DEL MUNICIPIO DE BUCARAMANGA,36,467969581,1.2999155027777778E7,1,2,2,3,1,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,34,0,0,2,0,0,0,0,0,0,0,0,31,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,
890001639,QUINDIO - GOBERNACION,2431,83449320921,3.432715792719046E7,1,6,7,12,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,183,0,5,189,1996,0,4,0,2341,7,3,43,11,5,0,4,17,0,1,7,2245,0,0,22,23,11,1,0,98,0,10,0,1,0,0,9,3,0,,,,
900958564,BOGOTA - SUBRED INTEGRADA SERVICIOS DE SALUD SUR ESE,6229,206851774139,3.3207862279499117E7,1,5,1,7,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6229,0,0,0,0,0,0,0,0,0,0,16,76,0,0,5190,932,0,15,0,0,126,0,0,0,0,0,6103,0,0,1,0,5925,0,0,0,0,260,2,0,10,0,0,10,0,0,0,21,0,0,,,,
899999061,DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORIA DEL ESPACIO PUBLICO,510,22642163300,4.439639862745098E7,1,6,6,8,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,5,61,0,8,53,380,0,3,0,492,1,2,10,1,3,0,0,1,0,1,1,497,0,0,1,1,2,0,0,6,0,0,0,1,0,0,0,0,0,38,1.35761603E8,3572673.763157895,48.93548387
808000716,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,16,146756750,9172296.875,1,2,1,3,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,
899999067,CONTRALORIA GENERAL DE LA REPUBLICA GERENCIA DEPARTAMENTAL CHOCO,4,146564115,3.664102875E7,1,3,1,2,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7.2651861E7,1.21086435E7,97.35483871
800022773,CONTRALORIA DISTRITAL DE BARRANQUILLA,11,130194877,1.1835897909090908E7,1,1,2,4,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,1,0,7,0,0,0,0,0,0,1,0,5,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,,,,
800165940,RAMA JUDICIAL DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL DE PEREIRA,41,3084657222,7.5235542E7,1,4,3,6,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,3,0,2,4,32,0,0,0,26,1,0,11,0,0,0,0,3,0,0,0,32,0,0,0,0,2,0,0,1,0,1,0,1,0,0,4,0,0,,,,
890210581,SANTANDER - AREA METROPOLITANA DE BUCARAMANGA,80,4010384303,5.01298037875E7,1,3,4,6,1,1,18,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,75,0,0,0,72,1,0,5,0,0,0,1,1,0,1,0,72,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,1,0,2,9.0000269E8,4.50001345E8,64.87096774
901127870,VALLE DEL CAUCA - REGION ADMINISTRATIVA Y DE PLANIFICACION RAP PACIFICO - CALI,35,591933275,1.6912379285714287E7,1,2,2,3,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,32,0,0,3,0,0,0,0,0,0,0,0,32,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,,,,
901065380,EMPRESA DE DESARROLLO URBANO DE PEREIRA EDUP,24,1115426934,4.647612225E7,1,3,1,2,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,3,20,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,,,
800141639,FUERZA AEREA COLOMBIANA,55,3642865434,6.6233916981818184E7,1,4,3,6,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,8,7,0,0,13,27,0,0,0,0,1,0,44,0,6,0,0,4,0,0,0,34,0,0,14,0,4,0,0,1,0,0,0,0,0,0,1,0,1,,,,
891000627,CORPORACION AUTONOMA REGIONAL DE LOS VALLE DEL SINU Y DEL SAN JORGE CVS,43,10563478333,2.456622868139535E8,1,4,3,8,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1,3,0,0,14,25,0,0,0,10,18,0,13,0,0,0,0,2,0,1,0,12,0,0,5,1,5,0,0,8,0,0,0,0,0,0,1,10,0,,,,
900132302,CUNDINAMARCA - INSTITUTO MUNICIPAL DE CULTURA Y TURISMO DE CAJICA,8,160795562,2.009944525E7,1,1,3,2,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,
