nivel_entidad,nombre_de_la_entidad,nit_de_la_entidad,estado_del_proceso,modalidad_de_contrataci_n,objeto_a_contratar,tipo_de_contrato,fecha_de_firma_del_contrato,numero_del_contrato,numero_de_proceso,valor_contrato,nom_raz_social_contratista,url_contrato
NACIONAL,DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA TECNOLOGIA E INNOVACION COLCIENCIAS,899999296,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,EVALUAR LA EFECTIVIDAD DEL PROGRAMA PARA EL AUMENTO DE LOS NIVELES DE AF MEDIANTE UN EXPERIMENTO NATURAL QUE TIENE EN CUENTA RECREOVIAS INSTAURADAS EN PARQUES RECREOVIAS PROXIMAS A SER INSTAURADAS Y PARQUES SIN RECREOVIAS,PRESTACION DE SERVICIOS,2012-12-10T00:00:00.000,453,13-12-1393865,267616571,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1393865
NACIONAL,CRC  COMISION DE REGULACION DE COMUNICACIONES,830002593,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,PRESTAR SUS SERVICIOS ACADEMICOS EN EL PROGRAMA PRESIDENTES DE EMPRESA DE LA FACULTAD DE ADMINISTRACION DE LA UNIVERSIDAD DE LOS ANDES PARA LA PARTICIPACION DEL SE�OR CRISTHIAN OMAR LIZCANO ORTIZ COMO ALTO DIRECTIVO DE LA ENTIDAD Y EN SU CALIDAD DE DIRECTOR EJECUTIVO DE LA COMISION DE REGULACION DE COMUNICACIONESCRC A TRAVES DEL CUAL BUSCA DESARROLLAR LAS HABILIDADES GERENCIALES DEL PARTICIPANTE INCREMENTAR LAS CAPACIDADES Y DESTREZAS PARA LA ALTA DIRECCION INTEGRANDO LAS DISCIPLINAS DE LA GERENCIA GENERAL Y DESARROLLANDO ESTRATEGIAS PARA RESPONDER A LOS RETOS DE UN ENTORNO ECONOMICO COMPETITIVO Y GLOBALIZADO LA CAPACITACION DEL FUNCIONARIO ESTARA ENCAMINADA A MEJORAR LAS DESTREZAS DE LA ALTA DIRECCION PARA QUE ESTA SEA UTILIZADA Y APLICADA A LA CRC,PRESTACION DE SERVICIOS,2010-01-29T00:00:00.000,0252010,10-12-339491,16500000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=10-12-339491
NACIONAL,CRC  COMISION DE REGULACION DE COMUNICACIONES,830002593,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,PRESTAR SUS SERVICIOS ACADEMICOS EN EL PROGRAMA PRESIDENTES DE EMPRESA DE LA FACULTAD DE ADMINISTRACION DE LA UNIVERSIDAD DE LOS ANDES PARA LA PARTICIPACION DEL SE�OR CRISTHIAN OMAR LIZCANO ORTIZ COMO ALTO DIRECTIVO DE LA ENTIDAD Y EN SU CALIDAD DE DIRECTOR EJECUTIVO DE LA COMISION DE REGULACION DE COMUNICACIONESCRC A TRAVES DEL CUAL BUSCA DESARROLLAR LAS HABILIDADES GERENCIALES DEL PARTICIPANTE INCREMENTAR LAS CAPACIDADES Y DESTREZAS PARA LA ALTA DIRECCION INTEGRANDO LAS DISCIPLINAS DE LA GERENCIA GENERAL Y DESARROLLANDO ESTRATEGIAS PARA RESPONDER A LOS RETOS DE UN ENTORNO ECONOMICO COMPETITIVO Y GLOBALIZADO LA CAPACITACION DEL FUNCIONARIO ESTARA ENCAMINADA A MEJORAR LAS DESTREZAS DE LA ALTA DIRECCION PARA QUE ESTA SEA UTILIZADA Y APLICADA A LA CRC,PRESTACION DE SERVICIOS,2010-01-29T00:00:00.000,0252010,10-12-339491,16500000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=10-12-339491
NACIONAL,DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA TECNOLOGIA E INNOVACION COLCIENCIAS,899999296,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,AUNAR ESFUIERZOS ADMINISTRATIVOS Y FINANCIEROS CON EL FIN DE CONFINANCIAR LOS COSTOS REQUERIDOS PARA LA REALIZACION DE ESTUDIOS DE PERFECCIONAMIENTO DEL SEGUNDO IDIOMA,OTRO TIPO DE CONTRATO,2008-05-14T00:00:00.000,0432008,13-12-1733874,29897700,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1733874
NACIONAL,DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA TECNOLOGIA E INNOVACION COLCIENCIAS,899999296,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,AUNAR ESFUIERZOS ADMINISTRATIVOS Y FINANCIEROS CON EL FIN DE CONFINANCIAR LOS COSTOS REQUERIDOS PARA LA REALIZACION DE ESTUDIOS DE PERFECCIONAMIENTO DEL SEGUNDO IDIOMA,OTRO TIPO DE CONTRATO,2008-05-14T00:00:00.000,0432008,13-12-1733874,29897700,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1733874
TERRITORIAL,BOGOTA DC  SECRETARIA DE EDUCACION,NO DEFINIDO,CELEBRADO,REGIMEN ESPECIAL,AUNAR ESFUERZOS PARA EL FORTALECIMIENTO ACADEMICO EN ESPA�OL Y MATEMATICAS Y DE ACOMPA�AMIENTO FORMATIVO EN EL PROCESO DE ADAPTACION A LA VIDA UNIVERSITARIA PARA BACHILLERES RECIENTEMENTE ENGRESADOS DEL SISTEMA EDUCATIVO DISTRITAL DE LA CIUDAD DE BOGOTA,OTRO TIPO DE CONTRATO,2015-04-14T00:00:00.000,19752015,15-4-3739272,1878938858,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3739272
TERRITORIAL,BOGOTA DC  SECRETARIA DE EDUCACION,NO DEFINIDO,CELEBRADO,REGIMEN ESPECIAL,AUNAR ESFUERZOS PARA EL FORTALECIMIENTO ACADEMICO EN ESPA�OL Y MATEMATICAS Y DE ACOMPA�AMIENTO FORMATIVO EN EL PROCESO DE ADAPTACION A LA VIDA UNIVERSITARIA PARA BACHILLERES RECIENTEMENTE ENGRESADOS DEL SISTEMA EDUCATIVO DISTRITAL DE LA CIUDAD DE BOGOTA,OTRO TIPO DE CONTRATO,2015-04-14T00:00:00.000,19752015,15-4-3739272,1878938858,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3739272
NACIONAL,DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA TECNOLOGIA E INNOVACION COLCIENCIAS,899999296,CELEBRADO,REGIMEN ESPECIAL,OTORGAR APOYO ECONOMICO A LA ENTIDAD POR PARTE DE COLCIENCIAS EN LA MODALIDAD DE RECUPERACION CONTINGENTE PARA LA FINANCIACION DEL PROYECTO TITULADO EL FORTALECIMIENTO Y ACREDITACION DEL LABORATORIO DE MICROSCOPIA DE LA UNIVERSIDAD DE LOS ANDES,OTRO TIPO DE CONTRATO,2010-12-17T00:00:00.000,2952010,11-4-427772,391563714,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-4-427772
NACIONAL,DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA TECNOLOGIA E INNOVACION COLCIENCIAS,899999296,CELEBRADO,REGIMEN ESPECIAL,OTORGAR APOYO ECONOMICO A LA ENTIDAD POR PARTE DE COLCIENCIAS EN LA MODALIDAD DE RECUPERACION CONTINGENTE PARA LA FINANCIACION DEL PROYECTO TITULADO EL FORTALECIMIENTO Y ACREDITACION DEL LABORATORIO DE MICROSCOPIA DE LA UNIVERSIDAD DE LOS ANDES,OTRO TIPO DE CONTRATO,2010-12-17T00:00:00.000,2952010,11-4-427772,391563714,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-4-427772
NACIONAL,DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA TECNOLOGIA E INNOVACION COLCIENCIAS,899999296,CELEBRADO,REGIMEN ESPECIAL,OTORGAR APOYO ECONOMICO A LA EJECUTORA Y A LA BENEFICIARIA POR PARTE DE COLCIENCIAS EN LA MODALIDAD DE RECUPERACION CONTINGENTE PARA LA FINANCIACION DEL PROYECTO TITULADO ESTANDARIZACION DE LA LINEA DE PRODUCTOS DE SILLAS UTILIZADAS EN EL TRANSPORTE MASIVO DE PASAJEROS,OTRO TIPO DE CONTRATO,2010-12-23T00:00:00.000,3322010,11-4-475387,757368000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-4-475387
NACIONAL,DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA TECNOLOGIA E INNOVACION COLCIENCIAS,899999296,CELEBRADO,REGIMEN ESPECIAL,OTORGAR APOYO ECONOMICO A LA EJECUTORA Y A LA BENEFICIARIA POR PARTE DE COLCIENCIAS EN LA MODALIDAD DE RECUPERACION CONTINGENTE PARA LA FINANCIACION DEL PROYECTO TITULADO ESTANDARIZACION DE LA LINEA DE PRODUCTOS DE SILLAS UTILIZADAS EN EL TRANSPORTE MASIVO DE PASAJEROS,OTRO TIPO DE CONTRATO,2010-12-23T00:00:00.000,3322010,11-4-475387,757368000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-4-475387
TERRITORIAL,ANTIOQUIA  UNIVERSIDAD DE ANTIOQUIA,890980040,CELEBRADO,REGIMEN ESPECIAL,SERVICIO DE SECUENCIACION DE ADN 28 SECUENCIASREACCIONES EN DESARROLLO DE LAS ACTIVIDADES DEL PROYECTO 87142019MINIPROYECTO TEXAS CICLO DE VIDA Y ECOEPIDEMIOLOGIA DE GARRAPATAS DEL GENERO AMBLYOMMA,PRESTACION DE SERVICIOS,2022-02-24T00:00:00.000,CPS45001046242022,22-4-12938047,812000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-4-12938047
TERRITORIAL,ANTIOQUIA  UNIVERSIDAD DE ANTIOQUIA,890980040,CELEBRADO,REGIMEN ESPECIAL,SERVICIO DE SECUENCIACION DE ADN 28 SECUENCIASREACCIONES EN DESARROLLO DE LAS ACTIVIDADES DEL PROYECTO 87142019MINIPROYECTO TEXAS CICLO DE VIDA Y ECOEPIDEMIOLOGIA DE GARRAPATAS DEL GENERO AMBLYOMMA,PRESTACION DE SERVICIOS,2022-02-24T00:00:00.000,CPS45001046242022,22-4-12938047,812000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-4-12938047
No Definido,AGENCIA NACIONAL DE MINERIA,900500018,Activo,Contrataci�n directa,Contratar la prestaci�n de servicios para participar en el V Congreso de Compra P�blica  XVI Jornadas de Contrataci�n Estatal organizado por la Universidad de los Andes el cual se realizar� los d�as 31 de octubre al 2 noviembre de 2018 en la ciudad de Cartagena de Indias,Prestaci�n de servicios,2018-10-26T00:00:00.000,CO1.PCCNTR.619731,CO1.BDOS.579111,5010000,Uniandes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.575528&isFromPublicArea=True&isModal=true&asPopupView=true
No Definido,AGENCIA NACIONAL DE MINERIA,900500018,Activo,Contrataci�n directa,Contratar la prestaci�n de servicios para participar en el V Congreso de Compra P�blica  XVI Jornadas de Contrataci�n Estatal organizado por la Universidad de los Andes el cual se realizar� los d�as 31 de octubre al 2 noviembre de 2018 en la ciudad de Cartagena de Indias,Prestaci�n de servicios,2018-10-26T00:00:00.000,CO1.PCCNTR.619731,CO1.BDOS.579111,5010000,Uniandes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.575528&isFromPublicArea=True&isModal=true&asPopupView=true
TERRITORIAL,VALLE DEL CAUCA  UNIVERSIDAD DEL VALLE,890399010,LIQUIDADO,REGIMEN ESPECIAL,PRESTARCION DE SERVICIOS PARA ANALISIS DE METABOLOMICA NO DIRIGIDA POR LCS QTOF PARA MUESTRAS DE CAFE Y TOMATE EN EL MARCO DEL PROYECTO DESARROLLO DE INVESTIGACION BASICA DE ALTO NIVEL GRUPO TANDEM  UNIVERSIDAD DEL VALLE SOCIEDAD MAX PLANCK,PRESTACION DE SERVICIOS,2020-07-27T00:00:00.000,003000340180184022020,20-4-10994698,19989900,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10994698
TERRITORIAL,VALLE DEL CAUCA  UNIVERSIDAD DEL VALLE,890399010,LIQUIDADO,REGIMEN ESPECIAL,PRESTARCION DE SERVICIOS PARA ANALISIS DE METABOLOMICA NO DIRIGIDA POR LCS QTOF PARA MUESTRAS DE CAFE Y TOMATE EN EL MARCO DEL PROYECTO DESARROLLO DE INVESTIGACION BASICA DE ALTO NIVEL GRUPO TANDEM  UNIVERSIDAD DEL VALLE SOCIEDAD MAX PLANCK,PRESTACION DE SERVICIOS,2020-07-27T00:00:00.000,003000340180184022020,20-4-10994698,19989900,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10994698
NACIONAL,MINISTERIO DE JUSTICIA Y DEL DERECHO MINJUSTICIA,900457461,LIQUIDADO,SELECCION ABREVIADA DE MENOR CUANTIA LEY 1150 DE 2007,EN VIRTUD DEL PRESENTE CONTRATO EL CONTRATISTA SE COMPROMETE CON EL  INISTERIOA DISE�O E IMPLEMENTACION DE UN PROGRAMA DE RESOCIALIZACION ESPECIAL PARA LOS POSTULADOS Y CONDENADOS DEL  PROCESO ESPECIAL DE JUSTICIA Y PAZ QUE ATIENDA A LOS FINES Y PARTICULARIDADES DEL  PROCESO,PRESTACION DE SERVICIOS,2013-09-27T00:00:00.000,269 DE 2013,13-11-1833729,191550000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1833729
NACIONAL,MINISTERIO DE JUSTICIA Y DEL DERECHO MINJUSTICIA,900457461,LIQUIDADO,SELECCION ABREVIADA DE MENOR CUANTIA LEY 1150 DE 2007,EN VIRTUD DEL PRESENTE CONTRATO EL CONTRATISTA SE COMPROMETE CON EL  INISTERIOA DISE�O E IMPLEMENTACION DE UN PROGRAMA DE RESOCIALIZACION ESPECIAL PARA LOS POSTULADOS Y CONDENADOS DEL  PROCESO ESPECIAL DE JUSTICIA Y PAZ QUE ATIENDA A LOS FINES Y PARTICULARIDADES DEL  PROCESO,PRESTACION DE SERVICIOS,2013-09-27T00:00:00.000,269 DE 2013,13-11-1833729,191550000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1833729
NACIONAL,FUERZA AEREA COLOMBIANA,899999102,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,MAESTRIA EN INGENIERIA CIVIL CON ENFASIS EN DISE�O DE ESTRUCTURAS  2 ASIGNATURAS PARA EL SE�OR TENIENTE NESTOR CAMARGO,PRESTACION DE SERVICIOS,2010-01-22T00:00:00.000,00400ACOFACJEA2010,10-12-304589,5300000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=10-12-304589
NACIONAL,FUERZA AEREA COLOMBIANA,899999102,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,MAESTRIA EN INGENIERIA CIVIL CON ENFASIS EN DISE�O DE ESTRUCTURAS  2 ASIGNATURAS PARA EL SE�OR TENIENTE NESTOR CAMARGO,PRESTACION DE SERVICIOS,2010-01-22T00:00:00.000,00400ACOFACJEA2010,10-12-304589,5300000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=10-12-304589
NACIONAL,AGENCIA NACIONAL DE MINERIA ANM,900500018,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,CONTRATAR LA PRESTACION DE SERVICIOS PARA PARTICIPAR EN EL IV CONGRESO DE COMPRA PUBLICA  XV JORNADAS DE CONTRATACION ESTATAL ORGANIZADO POR LA UNIVERSIDAD DE LOS ANDES EL CUAL SE REALIZARA LOS DIAS 25 26 Y 27 DE OCTUBRE DE 2017 EN LA CIUDAD DE CARTAGENA DE INDIAS,PRESTACION DE SERVICIOS,2017-10-17T00:00:00.000,0322 DE 2017,17-12-7161465,3900000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7161465
NACIONAL,AGENCIA NACIONAL DE MINERIA ANM,900500018,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,CONTRATAR LA PRESTACION DE SERVICIOS PARA PARTICIPAR EN EL IV CONGRESO DE COMPRA PUBLICA  XV JORNADAS DE CONTRATACION ESTATAL ORGANIZADO POR LA UNIVERSIDAD DE LOS ANDES EL CUAL SE REALIZARA LOS DIAS 25 26 Y 27 DE OCTUBRE DE 2017 EN LA CIUDAD DE CARTAGENA DE INDIAS,PRESTACION DE SERVICIOS,2017-10-17T00:00:00.000,0322 DE 2017,17-12-7161465,3900000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7161465
TERRITORIAL,VALLE DEL CAUCA  UNIVERSIDAD ICESI  SANTIAGO DE CALI,890316745,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,EL PROVEEDOR SE OBLIGA A SUMINISTRAR E INSTALAR SI APLICAA ENTERA SATISFACCION DE EL CONTRATANTE LOS ITEMS RELACIONADOS EN LA COTIZACIONN MET069 ENVIADA POR ESTE EL DIA 04 DE ENERO DE 2021 TENIENDO EN CUENTASUS CONDICIONES Y ESPECIFICACIONES TECNICAS,PRESTACION DE SERVICIOS,2020-04-13T00:00:00.000,CUI20202031,22-12-13042803,4189500,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-12-13042803
TERRITORIAL,VALLE DEL CAUCA  UNIVERSIDAD ICESI  SANTIAGO DE CALI,890316745,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,EL PROVEEDOR SE OBLIGA A SUMINISTRAR E INSTALAR SI APLICAA ENTERA SATISFACCION DE EL CONTRATANTE LOS ITEMS RELACIONADOS EN LA COTIZACIONN MET069 ENVIADA POR ESTE EL DIA 04 DE ENERO DE 2021 TENIENDO EN CUENTASUS CONDICIONES Y ESPECIFICACIONES TECNICAS,PRESTACION DE SERVICIOS,2020-04-13T00:00:00.000,CUI20202031,22-12-13042803,4189500,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-12-13042803
NACIONAL,INSTITUTO NACIONAL DE VIAS INVIAS,800215807,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,PRESTACION DE SERVICIOS PARA CAPACITAR A FUNCIONARIOS DEL INSTITUTO NACIONAL DE  VIAS  INVIAS A TRAVES DEL VI CONGRESO INTERNACIONAL DE COMPRA PUBLICA  XVII JORNADAS DE CONTRATACION ESTATAL,PRESTACION DE SERVICIOS,2019-10-29T00:00:00.000,1938,19-12-10104361,3460000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-10104361
NACIONAL,INSTITUTO NACIONAL DE VIAS INVIAS,800215807,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,PRESTACION DE SERVICIOS PARA CAPACITAR A FUNCIONARIOS DEL INSTITUTO NACIONAL DE  VIAS  INVIAS A TRAVES DEL VI CONGRESO INTERNACIONAL DE COMPRA PUBLICA  XVII JORNADAS DE CONTRATACION ESTATAL,PRESTACION DE SERVICIOS,2019-10-29T00:00:00.000,1938,19-12-10104361,3460000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-10104361
NACIONAL,DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES DIAN,800197268,TERMINADO SIN LIQUIDAR,CONTRATACION DIRECTA LEY 1150 DE 2007,PRESTACION DE SERVICIOS PROFESIONALES DE CAPACITACION ALTAMENTE ESPECIALIZADA PARA SERVIDORES PUBLICOS DE LA UEADIAN DENTRO DEL EVENTO ACADEMICO VI CONGRESO INTERNACIONAL DE COMPRA PUBLICA XVII JORNADAS DE CONTRATACION ESTATAL DICTADO POR LA UNIVERSIDAD DE LOS ANDES DURANTE LOS DIAS 30 Y 31 DE OCTUBRE Y 1 DE NOVIEMBRE DE 2019,PRESTACION DE SERVICIOS,2019-10-29T00:00:00.000,002022019,19-12-10021736,10402000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-10021736
NACIONAL,DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES DIAN,800197268,TERMINADO SIN LIQUIDAR,CONTRATACION DIRECTA LEY 1150 DE 2007,PRESTACION DE SERVICIOS PROFESIONALES DE CAPACITACION ALTAMENTE ESPECIALIZADA PARA SERVIDORES PUBLICOS DE LA UEADIAN DENTRO DEL EVENTO ACADEMICO VI CONGRESO INTERNACIONAL DE COMPRA PUBLICA XVII JORNADAS DE CONTRATACION ESTATAL DICTADO POR LA UNIVERSIDAD DE LOS ANDES DURANTE LOS DIAS 30 Y 31 DE OCTUBRE Y 1 DE NOVIEMBRE DE 2019,PRESTACION DE SERVICIOS,2019-10-29T00:00:00.000,002022019,19-12-10021736,10402000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-10021736
TERRITORIAL,BOGOTA DC  SECRETARIA DISTRITAL DE AMBIENTE,NO DEFINIDO,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,DESARROLLAR IMPLEMENTAR Y TRANSFERIR CONOCIEMIENTO MEDIANTE UNA HERRAMIENTA DE MODELACION DINAMICA DE LA CALIDAD DEL AGUA DE LOS PRINCIPALES CUERPOS LOTICOS DE LA CIUDAD DE BOGOTA PARA ACTUALIZAR Y ROBUSTECER LOS INSTRUMENTOS UTILIZADOS EN LA PLANIFICACION Y TOMA DE DECISIONES SOBRE LA CALIDAD DEL RECURSO HIDRICO URBANO,OTRO TIPO DE CONTRATO,2014-12-26T00:00:00.000,SDA15202014,15-12-3362214,1512000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3362214
TERRITORIAL,BOGOTA DC  SECRETARIA DISTRITAL DE AMBIENTE,NO DEFINIDO,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,DESARROLLAR IMPLEMENTAR Y TRANSFERIR CONOCIEMIENTO MEDIANTE UNA HERRAMIENTA DE MODELACION DINAMICA DE LA CALIDAD DEL AGUA DE LOS PRINCIPALES CUERPOS LOTICOS DE LA CIUDAD DE BOGOTA PARA ACTUALIZAR Y ROBUSTECER LOS INSTRUMENTOS UTILIZADOS EN LA PLANIFICACION Y TOMA DE DECISIONES SOBRE LA CALIDAD DEL RECURSO HIDRICO URBANO,OTRO TIPO DE CONTRATO,2014-12-26T00:00:00.000,SDA15202014,15-12-3362214,1512000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3362214
NACIONAL,BANCO DE LA REPUBLICA,860005216,LIQUIDADO,REGIMEN ESPECIAL,COMPRA MATERIAL DOCUMENTAL PARA LA RED DE BIBLIOTECAS SUGERIDO POR COMITE ASESOR DE DESARROLLO DE COLECCIONES DOCUMENTALES DEL BANCO DE LA REPUBLICA EN ACTA CA186 TITULOS2 EJEMPLARES10  SECUENCIAL 34533 PROYECTO 01120101,COMPRAVENTA,2015-10-01T00:00:00.000,OC018920152510,15-4-4390494,9007050,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-4390494
NACIONAL,BANCO DE LA REPUBLICA,860005216,LIQUIDADO,REGIMEN ESPECIAL,COMPRA MATERIAL DOCUMENTAL PARA LA RED DE BIBLIOTECAS SUGERIDO POR COMITE ASESOR DE DESARROLLO DE COLECCIONES DOCUMENTALES DEL BANCO DE LA REPUBLICA EN ACTA CA186 TITULOS2 EJEMPLARES10  SECUENCIAL 34533 PROYECTO 01120101,COMPRAVENTA,2015-10-01T00:00:00.000,OC018920152510,15-4-4390494,9007050,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-4390494
Territorial,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOT�  ESP,899999094,enviado Proveedor,Contrataci�n r�gimen especial,INSCRIPCI�N DE UN 1 FUNCIONARIO DE LA EABESP AL CURSO FINANZAS PARA ABOGADOS A REALIZARSE DEL 23 DE MAYO AL 15 DE JUNIO DE 2017 EN LA UNIVERSIDAD DE LOS ANDES,Prestaci�n de servicios,,CO1.PCCNTR.159314,CO1.BDOS.173117,2279200,Universidad de los Andes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.170010&isFromPublicArea=True&isModal=true&asPopupView=true
Territorial,EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOT�  ESP,899999094,enviado Proveedor,Contrataci�n r�gimen especial,INSCRIPCI�N DE UN 1 FUNCIONARIO DE LA EABESP AL CURSO FINANZAS PARA ABOGADOS A REALIZARSE DEL 23 DE MAYO AL 15 DE JUNIO DE 2017 EN LA UNIVERSIDAD DE LOS ANDES,Prestaci�n de servicios,,CO1.PCCNTR.159314,CO1.BDOS.173117,2279200,Universidad de los Andes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.170010&isFromPublicArea=True&isModal=true&asPopupView=true
Territorial,FONDO FINANCIERO DISTRITAL DE SALUD,8002469532,Activo,Contrataci�n Directa (con ofertas),Aunar esfuerzos entre la Universidad de los Andes y la Secretar�a Distrital de Salud FFDS para fomentar la implementaci�n de la herramienta Smart Pooling en el Laboratorio de Salud P�blica y los laboratorios de la ciudad de Bogot� con el fin de aumentar la eficiencia de las pruebas tomadas dentro de la estrategia de muestreo e intercambiar bases de datos especializadas con el fin de mejorar la capacidad anal�tica de la herramienta Smart Pooling,Otro,2021-04-10T00:00:00.000,CO1.PCCNTR.2419390,CO1.BDOS.1904663,0,Universidad de los Andes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1901942&isFromPublicArea=True&isModal=true&asPopupView=true
Territorial,FONDO FINANCIERO DISTRITAL DE SALUD,8002469532,Activo,Contrataci�n Directa (con ofertas),Aunar esfuerzos entre la Universidad de los Andes y la Secretar�a Distrital de Salud FFDS para fomentar la implementaci�n de la herramienta Smart Pooling en el Laboratorio de Salud P�blica y los laboratorios de la ciudad de Bogot� con el fin de aumentar la eficiencia de las pruebas tomadas dentro de la estrategia de muestreo e intercambiar bases de datos especializadas con el fin de mejorar la capacidad anal�tica de la herramienta Smart Pooling,Otro,2021-04-10T00:00:00.000,CO1.PCCNTR.2419390,CO1.BDOS.1904663,0,Universidad de los Andes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1901942&isFromPublicArea=True&isModal=true&asPopupView=true
